id|iso_country|slug_place|latitude|longitude|nearest_iata_code|kdtree_dist_ns_cities_id
mx:el pescadero|mx|El Pescadero|23.369232682868812|-110.17202398385334|A06|0.5464038645931542|
es:peña de francia|es|Peña de Francia|40.5107281|-6.184552|SLM|0.6899724750695544|
pa:archipiélago las perlas|pa|Archipiélago Las Perlas|8.434215402209077|-79.01810725672746|A07|0.7316786242719269|
es:peralada|es|Peralada|42.31032319883329|3.019180297851563|GRO|0.3855080241948219|
co:ciudad perdida|co|Ciudad Perdida|11.067403208840346|-73.92910008249345|BMS|0.24951012393158664|
co:puerto gaitan|co|Puerto Gaitan|4.312735155693716|-72.08428790390617|PGT|0.0027466118217159712|
es:pinofranqueado|es|Pinofranqueado|40.29936764894984|-6.33247486977109|QUQ|0.8184814556920242|
es:platja de figueretes ibiza|es|Platja de Figueretes, Ibiza|38.903853360260506|1.421848397880861|FU1|0.001460101357639989|
es:portomarin|es|Portomarin|42.80767694893686|-7.61548552205636|SCQ|0.9286660697958791|
es:la guardia|es|La Guardia|41.901644|-8.875401|VGO|0.3499885620088188|
es:pradollano|es|Pradollano|37.0937371|-3.4017136|GRX|0.1966527532005848|
es:priego de córdoba|es|Priego de Córdoba|37.43991620836469|-4.199332515665134|GRX|0.6730403861768413|
cr:puerto viejo sarapiqui|cr|Puerto Viejo Sarapiqui|10.453908|-84.020085|TMU|0.47118238389078504|
es:puerto lápice|es|Puerto Lápice|39.32492157280794|-3.480369066315774|OC1|0.6335540821676253|
pe:punta sal|pe|Punta Sal|-3.9964654890764097|-80.9740447998047|MCA|0.15502929473295374|
bo:puerto quijarro|bo|Puerto Quijarro|-19.004427872190732|-57.72460320335753|CMG|0.075495377959445|
ec:puerto villamil|ec|Puerto Villamil|-0.9547291033932908|-90.96615240938374|PU4|0.685495830830612|
es:puente viesgo|es|Puente Viesgo|43.29867523157597|-3.965606685814521|S38|0.16896299703464057|
gt:retalhuleu|gt|Retalhuleu|14.553271636521183|-91.683307710828|RER|0.017358255778241932|
pa:río hato-37|pa|Río Hato|8.424997964283065|-80.13427132463937|A07|0.7271867377214444|
cr:rio pacuare lodge|cr|Rio Pacuare Lodge|10.005818415982754|-83.53392621256093|TTQ|0.5365263655631431|
es:ruidera|es|Ruidera|38.977390227288254|-2.884043867598308|ABC|1.0143026289522463|
es:rute|es|Rute|37.34529052993885|-4.360234399341152|AGP|0.6277420660027276|
cl:reñaca|cl|Reñaca|-32.970255|-71.54253|KNA|0.059798544505697666|
uy:rivera|uy|Rivera|-30.93831311255844|-55.55609094244649|BR_8101|0.06388392891799384|
gt:san marcos la laguna|gt|San Marcos La Laguna|14.723617997043146|-91.25976364325315|RER|0.4570285993374765|
pe:san isidro|pe|San Isidro|-12.098193|-77.036132|LIM|0.05210030972077009|
mx:san joaquín|mx|San Joaquín|20.915046773850506|-99.56790879061484|TQ1|0.5076971925187402|
uy:salto|uy|Salto|-31.346540949933093|-57.89398568297935|STY|0.08658570107483236|
gt:san juan la laguna|gt|San Juan La Laguna|14.694626517081062|-91.28704948390101|RER|0.42056629511833205|
ar:san antonio de los cobres|ar|San Antonio de los Cobres|-24.210640920822215|-66.31930534763973|JUJ|0.8736615225205614|
mx:san juanico|mx|San Juanico|26.256593603485555|-112.47915123298675|SRL|1.078421236003764|
es:sarria|es|Sarria|42.777510780971284|-7.414293896011429|SCQ|1.1317238547779156|
mx:sayulita|mx|Sayulita|20.8688187304557|-105.44000994176581|M18|0.007575518136163802|
mx:san bartolo coyotepec|mx|San Bartolo Coyotepec|16.95|-96.7|OAX|0.1360709373819414|
cr:san carlos|cr|San Carlos|10.567807218449289|-84.46880257639877|A19|0.4315649605207101|
es:san carlos del valle|es|San Carlos del Valle|38.844404562572834|-3.241545306860587|VDE|0.8082814313544325|
es:san cristóbal de la laguna|es|San Cristóbal de La Laguna|28.48646348820961|-16.316185308208247|SPC|0.24795580755441207|
es:sencelles|es|Sencelles|39.647809071056145|2.898505363689736|PMI|0.26036868330446955|
mx:el sargento|mx|El Sargento|24.074908285401378|-109.99338460340302|LAP|0.32650016244010677|
za:shamwari game reserve|za|Shamwari Game Reserve|-33.437858364732854|26.03336593106341|PLZ|0.6862803728733957|
es:sierra de tramuntana|es|Sierra de Tramuntana|39.790683087337186|2.7075214196947286|PMI|0.2284027330754548|
mx:sierra gorda|mx|Sierra Gorda|21.287049501911895|-99.46367140270809|OT2|0.7784165569921089|
mx:sisal yucatán|mx|Sisal, Yucatán|21.150942379709093|-90.02292500119945|MID|0.44618619382108105|
mx:san josé chiapa|mx|San José Chiapa|19.240898858896358|-97.76764051437475|HT2|0.17390261493794001|
bo:san javier santa cruz|bo|San Javier, Santa Cruz|-16.28|-62.52|SNG|1.5625710095864465|
ar:san javier traslasierras|ar|San Javier Traslasierras |-32.03|-65.04|AR_020|0.3108431115530801|
mx:sotuta de peón|mx|Sotuta de Peón|20.7427133136883|-89.57513590137947|MID|0.22769391687536944|
cr:santa teresa|cr|Santa Teresa|9.645178773678523|-85.16837242337365|A18|0.12302655435812446|
ar:tafí del valle|ar|Tafí del Valle|-26.85048306858576|-65.69671867796706|AR_40|0.3650755808927129|
es:tarajalillo|es|Tarajalillo|27.782736640303824|-15.516561282983957|LPA|0.14090797569160785|
mx:tamaulipas|mx|Tamaulipas|23.70432151929856|-98.42873489779315|CVM|0.701440345525038|
ar:talampaya national park|ar|Talampaya National Park|-29.89052956521405|-67.85322123917902|02A|0.8054157207834498|
es:montblanch|es|Montblanch|41.376406|1.163869|REU|0.22762171249026344|
cl:taltal|cl|Taltal|-25.266932865247025|-69.85835770590657|ESR|1.0044316288401405|
mx:teotitlán del valle|mx|Teotitlán del Valle|17.04|-96.52|OAX|0.15586308093965262|
gt:tecpán|gt|Tecpán|14.76235253605482|-90.9919558683966|ATG|0.32431893734514256|
mx:tecolutla|mx|Tecolutla|20.47853299288215|-97.0096498303711|PV4|0.3416844412398821|
uy:termas del arapey|uy|Termas del Arapey|-30.9463856798305|-57.52340136452027|AR_6276|0.5049661853356261|
mx:tehuacán|mx|Tehuacán|18.466089181224763|-97.39738672688021|TCN|0.02341898117149479|
mx:teziutlán|mx|Teziutlán|19.842143609196|-97.35238782710994|IZT|0.34577040800078124|
mx:tlaxcala |mx|Tlaxcala (State)|19.44404100815929|-98.17540152819592|TT1|0.13552551357037548|
mx:teul de gonzalez ortega|mx|Teul de Gonzalez Ortega|21.4655724|-103.4690628|TQ2|0.47111543362810326|
ec:tortuga bay the galápagos islands|ec|Tortuga Bay, The Galápagos Islands|-0.7604449609374908|-90.33335925658814|PU4|0.02637969186785545|
es:la toja island|es|La Toja Island|42.490786669674435|-8.84657083128559|VGO|0.294812108265562|
mx:topolobampo|mx|Topolobampo|25.600272050932702|-109.05247131648473|LMM|0.19685002847580008|
es:toro zamora|es|Toro, Zamora|41.518096922493015|-5.39047362279635|SLM|0.6149039880021266|
co:tota|co|Tota|5.5607816297559225|-72.98573685993789|CO_0279|0.004600379542319619|
cl:torres del paine national park|cl|Torres del Paine National Park|-51.08234726620923|-72.93345417025245|PNT|0.7630940045245244|
ar:villa traful|ar|Villa Traful|-40.653662294885436|-71.40179535813765|VLA|0.2886728323126375|
es:tuineje|es|Tuineje|28.32508461089938|-14.046606546196244|FUE|0.03439338198489682|
gt:uaxactún|gt|Uaxactún|17.392392975576726|-89.63802950719422|TKM|0.16920980113013281|
es:ubrique|es|Ubrique|36.67586268391689|-5.447089118944973|GIB|0.5478240477954177|
za:vanderbijlpark|za|Vanderbijlpark|-26.701089808834368|27.83907106705098|JNB|0.5643671167642348|
es:villanueva de los infantes|es|Villanueva de los Infantes|38.73230947539491|-3.016487607608582|VDE|1.050330407579791|
es:villalba de la sierra|es|Villalba de la Sierra|40.23618560254951|-2.08878000189722|ABC|1.255100757636338|
pa:playa venao|pa|Playa Venao|7.427604113597738|-80.19529334994421|A07|1.5939280186898626|
mx:veracruz |mx|Veracruz (State)|19.51109204608902|-95.93722282360332|VER|0.4013063672003844|
pe:vichayito|pe|Vichayito|-4.144186314941365|-81.1075079691983|VCH|0.011907060072806617|
bo:villa tunari|bo|Villa Tunari|-16.976819192341708|-65.42138176664905|CCA|0.2828435797597309|
es:rueda|es|Rueda|41.417849323135016|-4.960151190308551|VLL|0.3131412773126059|
gt:volcán de acatenango|gt|Volcán de Acatenango|14.501250004192615|-90.8757949888366|ATG|0.15680728233959812|
gt:volcán santa maría|gt|Volcán Santa María|14.766238843066901|-91.57505472424347|RER|0.2507936375810072|
gt:volcán pacaya|gt|Volcán Pacaya|14.383138444974625|-90.60180755022564|ATG|0.22579882380339297|
za:western cape|za|Western Cape|-33.61541506600584|19.32088824729999|CPT|0.9367870455554348|
gt:aldea xix|gt|Aldea Xix|15.530925576924133|-91.05222941208152|PKJ|0.5134404992170928|
ec:yaruqui|ec|Yaruqui|-0.16204883468408582|-78.31753718545677|YA4|0.001371172648490608|
ar:yavi|ar|Yavi|-22.130521432975303|-65.46190110613519|TJA|0.9399893278630123|
ec:yunguilla quito|ec|Yunguilla, Quito|0.14967143907739325|-78.66701713308942|GPS|0.21100936179991797|
mx:zacatecas |mx|Zacatecas (State)|23.009732553328334|-103.1439996458604|ZCL|0.6126790935010952|
ar:zárate buenos aires|ar|Zárate, Buenos Aires|-34.116128990206136|-59.056815415812935|BUE|0.8193006631856734|
pe:zorritos|pe|Zorritos|-3.617589124412154|-80.50781250000001|TBP|0.06745932047217383|
es:zubiri|es|Zubiri|42.93|-1.5|PNA|0.18601075237738235|
es:güeñes|es|Güeñes|43.21656752788351|-3.093344969743441|BIO|0.1667312488176868|
co:la mesa|co|La Mesa|4.632309298537066|-74.4628054111597|CO_0453|0.012983567754329978|
es:perbes|es|Perbes|43.376484387051164|-8.21283680545838|LCG|0.21231435988225467|
ec:ambato|ec|Ambato|-1.241667|-78.619722|AT2|0.024838413254472152|
es:arguineguín|es|Arguineguín|27.762222|-15.683611|LPA|0.20858261618584015|
es:agulo|es|Agulo|28.188156277340894|-17.194636366475407|GMZ|0.12624864040992184|
es:fuente alamo de murcia|es|Fuente Alamo De Murcia|37.72294493294105|-1.172007670858818|MJV|0.2604648765412795|
es:alba de tormes|es|Alba de Tormes|40.828182663984364|-5.5140894330954495|SLM|0.2110305085429164|
es:algaida|es|Algaida|39.55916980888816|2.8947616928945195|PMI|0.24482369314061442|
es:alfaz del pi|es|Alfaz del Pi|38.58|-0.103056|ALC|0.4440306024769012|
co:amazonas|co|Amazonas|-1.254435316200599|-71.4244899969137|LPD|1.8611552073471336|
es:the alpujarra|es|The Alpujarra|36.933333|-3.333333|GRX|0.34206121934238715|
pe:yanque|pe|Yanque|-15.651577810482365|-71.65844829063208|SA2|0.10855320875400046|
co:arauca|co|Arauca|7.083333|-70.75|AUC|0.013741640695347746|
es:alcala la real|es|Alcala la Real|37.462193405184934|-3.922762457102948|GRX|0.4498970965828047|
es:arona|es|Arona|28.093501309865573|-16.680176206120024|TCI|0.2045345562691188|
es:la aldea de san nicolás|es|La Aldea de San Nicolás|27.983333|-15.783333|LPA|0.2441925609070228|
ec:atacames|ec|Atacames|0.866651450316823|-79.84862034043186|AT1|0.0034740726814497273|
ec:azogues|ec|Azogues|-2.7365455582160507|-78.84619788643563|ZOG|0.007095559478127972|
mx:acanceh|mx|Acanceh|20.82|-89.45|M20|0.18397818174865335|
co:aguazul|co|Aguazul|5.1716985095767996|-72.55068893936668|CO_0951|0.21815342789661585|
ar:antofagasta de las sierras|ar|Antofagasta de las Sierras |-26.0608201|-67.4107504|AR_40|2.1913451218633337|
mx:apizaco|mx|Apizaco|19.414184710200047|-98.13998660809774|TT1|0.13028112049417115|
ec:riobamba|ec|Riobamba|-1.67239925270826|-78.64937601733371|RI1|0.0024790659381980122|
es:bañolas|es|Bañolas|42.1210591658606|2.7662161946867627|GRO|0.15203731247340554|
ec:bartolomé island|ec|Bartolomé Island|-0.2842395883369022|-90.55103573898441|S20|0.3200725808419115|
za:boulders beach|za|Boulders Beach|-34197.0|18451.0|DUD|38735.97343195875|
mx:boca del río|mx|Boca del Río|19.105556|-96.107778|VER|0.0887374713410287|
za:blyde river canyon|za|Blyde River Canyon|-24.592852|30.8041337|HDS|0.2839828765254873|
es:el barco de ávila|es|El Barco de Ávila|40.376352309417285|-5.523371237341706|SLM|0.6118763377720668|
es:benia de onis|es|Benia de Onis|43.334948702189024|-4.969332456459597|S38|0.8626275194894999|
es:berga|es|Berga|42.099948974578666|1.8455117646590793|MNI|0.49035176918584955|
za:bettys bay|za|Betty's Bay|-34.367118865296035|18.88748318010525|CPT|0.6361260158032946|
co:buga|co|Buga|3.8997223058612605|-76.30098376391895|CO_0904|0.06862688857785769|
co:bocagrande|co|Bocagrande|10.403532733554584|-75.55444958755434|CTG|0.04023256528950119|
bo:la belgica|bo|La Belgica|-17.55|-63.216667|SRZ|0.2549445059007945|
pa:boca chica chiriquí|pa|Boca Chica, Chiriquí|8.22033502016221|-82.22276299345094|DAV|0.29946604776493274|
es:basque country|es|Basque Country|42.833333|-2.683333|VIT|0.021343799521171186|
ec:bucay|ec|Bucay|-2.20313242520254|-79.13726145946833|C27|0.003747962706887277|
co:buenaventura|co|Buenaventura|3.874231899683167|-77.06025164150867|BUN|0.009922215909908166|
co:boyacá|co|Boyacá|5.454167|-73.361944|GUS|0.09656960922050026|
co:barbosa (santander)|co|Barbosa (Santander)|5.933272079306363|-73.61352390077194|VI1|0.304678501354142|
es:cales de mallorca|es|Cales de Mallorca|39.46545773561408|3.27716628702467|PMI|0.635595959032719|
es:campanet|es|Campanet|39.77547026650214|2.9646207948862013|PMI|0.3758560410632244|
co:córdoba (montería)|co|Córdoba (Montería)|8.75|-75.883333|MTR|0.010034883606704249|
za:ceres|za|Ceres|-33.36832156081057|19.309379598309874|CPT|1.033870776357967|
cl:chañaral|cl|Chañaral|-26.350767162516796|-70.6238788092479|ESR|1.0040714485270132|
co:chocó|co|Chocó|5.7|-76.666667|UIB|0.011687980535579881|
ec:cotacachi|ec|Cotacachi|0.3|-78.266667|C26|0.0026101128328032634|
za:clanwilliam|za|Clanwilliam|-32.178291330416535|18.891206744342412|SDB|1.3684701057891453|
ar:campana buenos aires|ar|Campana, Buenos Aires|-34.16791383375486|-58.9563943751935|BUE|0.7079746171400334|
bo:camiri|bo|Camiri|-20.04307892887472|-63.51823387366477|CAM|0.00714285851415186|
es:camariñas|es|Camariñas|43.13|-9185.0|TVU|9005.218351550333|
cr:caño negro|cr|Caño Negro|10.894929069512514|-84.78711760796587|NCR|0.23234377485090285|
ec:cañar (province)|ec|Cañar (Province)|-2.5589546650252117|-78.94000285206559|CA5|0.001752300713987005|
mx:coahuila|mx|Coahuila |28.057681280719592|-101.935888745584|LOV|1.2674254003880403|
ar:la falda|ar|La Falda|-31.09448809995739|-64.48338987426162|AR_033|0.02295844577154778|
cr:corcovado national park|cr|Corcovado National Park|8.517418934690866|-83.50378563537986|PJM|0.1798266273656536|
es:coreses|es|Coreses|41.55|-5.616667|SLM|0.5820485966729918|
bo:copacabana|bo|Copacabana|-16.166667|-69.083333|LPB|0.9903999423354096|
co:casanare|co|Casanare|5.35|-72.41|EYP|0.004999999999992078|
mx:puerto morelos|mx|Puerto Morelos|20.85460155625573|-86.8748105842282|PT2|0.003279465261892912|
ec:cayambe|ec|Cayambe|0.04128403935986569|-78.14162735324358|C12|0.020509872920830403|
ar:carlos pellegrini|ar|Carlos Pellegrini|-28.536886903996773|-57.17115730626293|URG|1.2353817569551995|
mx:cuautla de morelos|mx|Cuautla de Morelos|18.813466195921066|-98.95342102058676|CVJ|0.30612505160805403|
mx:durango |mx|Durango (State)|24.934722|-104.911944|DGO|0.9354515583503006|
co:puerto triunfo (doradal)|co|Puerto Triunfo (Doradal)|5.8999257|-74.7348738|NAR|0.316199050069482|
es:elciego|es|Elciego|42.516326040253716|-2.6178396795841365|RJL|0.19337255854866578|
ec:el oro (province)|ec|El Oro (Province)|-3.2822538197771394|-79.96102013040618|MCH|0.022277189246380277|
mx:valle de guadalupe|mx|Valle de Guadalupe|32.09406855554526|-116.57088067212578|ESE|0.22938924550849296|
es:espejo|es|Espejo|37.67897074576625|-4.554066488109555|ODB|0.29502549485615537|
es:espinal|es|Espinal|42.97892641251366|-1.3688261221928997|PNA|0.32298042379615444|
es:firgas|es|Firgas|28.105556|-15.563889|LPA|0.18606455114967557|
gt:el tintal|gt|El Tintal|17.3559627|-90.3212552|FRS|0.6083671136890286|
mx:fresnillo|mx|Fresnillo|23175.0|-102.8675|M01|22974.45320894071|
es:falset|es|Falset|41.1449436825703|0.8202097144427398|REU|0.28739920147780684|
es:galicia|es|Galicia|42.89|-7.95|SCQ|0.5911426393012096|
es:guadalajara (province)|es|Guadalajara (Province)|40.85|-2.72|BJ1|0.9677293009927939|
mx:guadalupe zacatecas|mx|Guadalupe, Zacatecas|22.752778|-102.507778|ZCL|0.07434078401523261|
mx:guanajuato |mx|Guanajuato (State)|21.018889|-101.262778|GMO|0.01728815794120715|
ec:guano|ec|Guano|-1.6032982952750814|-78.64273206712083|GU4|0.012509223472254366|
es:gosol|es|Gosol|42.23697173219173|1.6601957909240355|ALV|0.2997204530817029|
es:gipuzkoa (province)|es|Gipuzkoa (Province)|43.166667|-2.166667|EAS|0.241823084460522|
ec:guaranda|ec|Guaranda|-1.6|-79.0|GU5|0.014142135623734575|
za:augrabies|za|Augrabies|-28.594054016565664|20.337916792456156|UTN|0.9020991788817355|
es:granada (province)|es|Granada (Province)|37.17441433502961|-3.607734140851875|GRX|0.02460631756932844|
mx:guasave|mx|Guasave|25.57400676537023|-108.46711113612648|LMM|0.574998798821568|
co:guaviare|co|Guaviare|2.566667|-72.633333|SJE|0.007453709009620487|
ec:guayas|ec|Guayas|-2.2|-79.9667|GYE|0.050802460570331845|
mx:general zaragoza|mx|General Zaragoza|23.9662096|-99.7743587|CVM|0.6897951155218827|
za:harding|za|Harding |-30.57465614847441|29.883932909548406|MGH|0.5413422536654536|
es:hondarribia|es|Hondarribia|43.366667|-1.795833|EAS|0.18988975532661054|
es:huelva (province)|es|Huelva (Province)|37.5043296971711|-6.8993216615516815|SVQ|0.9220919190261181|
es:hormigos|es|Hormigos|40.10024767940098|-4.448199117885991|XTJ|0.49050582940708454|
es:huesca (province)|es|Huesca (Province)|42.166667|-0.166667|ZAZ|0.8889068667627662|
es:hervas|es|Hervas|40.273889|-5.865833|SLM|0.7235178899032155|
ec:ibarra|ec|Ibarra|0.3335787794633376|-78.11429838612845|IB1|0.03107923019071229|
es:sant mateu dalbarca|es|Sant Mateu d'Albarca|39.043656718978866|1.3831195298746195|IBZ|0.1413756124330598|
es:baños de fitero|es|Baños de Fitero|42.06475674301453|-1.8605908403420415|RJL|0.6991231958962335|
bo:isla del sol|bo|Isla del Sol|-16.020556|-69.176389|JUL|1.0952281536086441|
mx:iturbide|mx|Iturbide|24.725278|-99.9|MTY|1.0379786400904394|
gt:lago petén itzá|gt|Lago Petén Itzá|17.014920997770318|-89.72387304285947|FRS|0.17892402058386964|
es:izaba|es|Izaba|42.87|-0.93|PUF|0.7086655699270282|
do:jarabacoa|do|Jarabacoa|19.118942416035978|-70.64221291672095|MTZ|0.29018145770195947|
es:jaén (province)|es|Jaén (Province)|37.90777922894715|-3.643339261092933|GRX|0.7450667435473092|
mx:jalpa de canovas|mx|Jalpa de Canovas|21.07739296691571|-101.64668489814713|BJX|0.09007930583039225|
mx:jiquilpan|mx|Jiquilpan|19.991722|-102.720972|MZ1|0.3305950073095407|
mx:jerez|mx|Jerez|22.644744617504287|-102.98895096688916|ZCL|0.4278202525240321|
pe:uros island|pe|Uros island|-15.815826088567505|-69.97316586390767|JUL|0.35718307236699315|
pe:llachon|pe|Llachon|-15.72493578423439|-69.7869950883601|JUL|0.4185792334445576|
za:kakamas|za|Kakamas|-28.773175849496845|20.615315108750252|UTN|0.6898671091150704|
za:kanoneiland|za|Kanoneiland|-28.656509719500065|21.08933154734504|UTN|0.24166854042331326|
za:kingsburgh|za|Kingsburgh|-30.084759163849036|30.854851361697712|DUR|0.25289577253197626|
bo:kunturiri|bo|Kunturiri|-16.168333|-68.242778|LPB|0.3424734853576253|
za:kuboes|za|Kuboes|-28.447064759202412|16.990421592516043|ALJ|0.5131123159410836|
es:la pobla de segur|es|La Pobla de Segur|42.24743329434392|0.9665598964003266|ALV|0.6051644886749256|
es:lérida (province)|es|Lérida (Province)|41.80293135689729|0.8795696558409531|REU|0.6859710216386506|
es:agua amarga|es|Agua Amarga|36.94150936628607|-1.934031134288432|LEI|0.5082840140167391|
es:león (province)|es|León (Province)|42.52445503788067|-6.2433088485877875|OVD|0.5327050005605493|
za:lephalale|za|Lephalale|-23.683015273742683|27.732824511869637|PTG|1.4560547458008748|
ar:las grutas|ar|Las Grutas|-40.808333|-65.086667|PMY|1.9622220128665415|
mx:linares|mx|Linares|24.85294306850801|-99.56736864272933|MTY|1.117671068065914|
bo:sorata|bo|Sorata|-15.72743505314969|-68.61886743747016|LPB|0.9020016691970413|
es:las palmas (province)|es|Las Palmas (Province)|27.95750083579395|-15.59463528576623|LPA|0.060145620502165695|
es:la rioja|es|La Rioja|42.331347581571976|-2.748598942667087|RJL|0.34762172161599375|
es:ezcaray|es|Ezcaray|42.32550270987326|-3.01426689136224|RJL|0.6019659666693515|
ec:los rios (province)|ec|Los Rios (Province)|-1.76667|-79.45|LU1|0.054307791944161625|
ec:latacunga|ec|Latacunga|-0.931939|-78.616078|LTX|0.006512526775378911|
es:santa lucia|es|Santa Lucia|27.911943475823065|-15.540763346390435|LPA|0.010632300780342767|
mx:lacanjá|mx|Lacanjá|16.92|-92.09|SZT|0.5693711970235156|
es:larraun|es|Larraun|42.98|-1.87|PNA|0.272029410174707|
es:lumbier|es|Lumbier|42.65|-1.31|PNA|0.3801315561749649|
es:madrid (province)|es|Madrid (Province)|40.42536411337994|-3.690987683982854|MAD|0.026474727491974066|
mx:angangueo|mx|Angangueo|19.617778|-100.285556|VM2|0.4500401657852352|
uy:manantiales|uy|Manantiales|-34.90514366091577|-54.82487918227079|PDP|0.14093106026932148|
ec:manabi (province)|ec|Manabi (Province)|-1.05222|-80.4506|PVO|0.012201983445325222|
es:maro–cerro gordo cliffs natural park|es|Maro–Cerro Gordo Cliffs Natural Park|36.73662913859067|-3.7662214576718327|GRX|0.4651266619161632|
mx:mineral del chico|mx|Mineral del Chico|20.214722|-98.730556|PC1|0.04432548725056256|
ec:machala|ec|Machala|-3.2534367566956917|-79.96522798640328|MCH|0.00839094777152547|
ec:macas|ec|Macas|-2.3037639805703236|-78.11749687148402|XMS|0.006350179143227933|
es:motilla del palancar|es|Motilla del Palancar|39.562968|-1.911971|ABC|0.5642311964655928|
mx:mier|mx|Mier|26.430556|-99.148611|REX|0.9181667269385282|
mx:mexico |mx|Mexico (State)|19.18954606351184|-99.84630949949859|TLC|0.22566539619013937|
es:málaga (province)|es|Málaga (Province)|37.039662149591436|-4.604843791226813|AGP|0.36891130006662487|
mx:malinalco|mx|Malinalco|18.948333|-99.494722|GG2|0.22200596329873387|
mx:montemorelos|mx|Montemorelos|25.187219|-99.826669|MTY|0.6974378750268769|
bo:madidi national park|bo|Madidi National Park|-14.0466358|-68.381933|RBQ|0.9200238140019216|
mx:mapimí|mx|Mapimí|25.833056|-103.847778|M14|0.3783081059306719|
mx:mineral de pozos|mx|Mineral de Pozos|21.221944|-100.495556|SG3|0.24697310758865473|
es:murcia (province)|es|Murcia (Province)|37.95358097973279|-1.4274033650364117|MJV|0.2985744901475346|
ec:morona santiago (province)|ec|Morona Santiago (Province)|-2.366667|-78.133333|XMS|0.058603851221568165|
ec:montecristi|ec|Montecristi|-1.0497837304159958|-80.66034094458573|MO4|0.004236322618316143|
za:mthatha|za|Mthatha|-31.592733726579155|28.78793368909473|UTT|0.01290028811112226|
es:muros de nalon|es|Muros de Nalon|43.54304187398367|-6.10507176290028|LEN|1.101703881494112|
mx:nochistlán|mx|Nochistlán|21.3606|-102846.0|TVU|102666.02576299068|
ec:napo (province)|ec|Napo (Province)|-989.0|-77.8159|CTF|915.5575114822348|
cr:naranjo de alajuela|cr|Naranjo de Alajuela|10.100148|-84.390077|SJO|0.10113962840054355|
es:nueva carteya|es|Nueva Carteya|37.58605560171095|-4.467739809239248|ODB|0.4216213137452106|
es:navarre (province)|es|Navarre (Province)|42.816667|-1.65|PNA|0.00333299999999781|
za:ohrigstad|za|Ohrigstad|-24.74657736569543|30.563981070501853|HDS|0.5548806089329853|
za:kenton on sea|za|Kenton-on-Sea|-33.683784549064924|26.669403007707274|BIY|1.086970706872145|
es:tapia de casariego|es|Tapia de Casariego|43.56987835586412|-6.943572851771734|LCG|1.4957870000897604|
es:lastres|es|Lastres|43.51242373218389|-5.271487468146546|LEN|0.979042260585976|
gt:panajachel|gt|Panajachel|14.745288834730431|-91.15242292379963|ATG|0.4555853346462401|
mx:peña de bernal|mx|Peña de Bernal|20.748194|-99.948611|TQ1|0.23067278633813768|
es:puigcerda|es|Puigcerda|42.431667|1.928333|ALV|0.4174635538319489|
cr:pococi|cr|Pococi|10.57661643720327|-83.55056722642037|TTQ|0.05991051231775135|
do:pedernales|do|Pedernales|18.05361774680732|-71.74324548206273|BRX|0.6597800997654026|
do:palmar de ocoa|do|Palmar de Ocoa|18.294915710152807|-70.58607668615937|BRX|0.5225422394166959|
mx:pahuatlán|mx|Pahuatlán|20.275556|-98.150278|ZP3|0.38908684534432475|
es:palencia (province)|es|Palencia (Province)|42.21491909074106|-4.5023592929159975|VLL|0.616813990509923|
es:santa cruz de la serós|es|Santa Cruz de la Serós|42.52383426753849|-0.6742385786118348|PUF|0.8348731769449151|
co:el peñol|co|El Peñol|6.224829450206585|-75.24473423356072|CO_0050|0.08649307339401321|
mx:pinos|mx|Pinos|22.2983|-101574.0|TVU|101394.02620978642|
mx:papantla|mx|Papantla|20.448889|-97.324444|PV4|0.02732047118938964|
mx:parras|mx|Parras|25.436944|-102.183611|SLW|1.1787327892516644|
es:punta prima|es|Punta Prima|39.8140551685849|4.279922376597085|MAH|0.21703178913255072|
ec:patate|ec|Patate|-1.3109898894151826|-78.50630354867687|PA8|0.002027385657013468|
ec:pastaza (province)|ec|Pastaza (Province)|-1.4961306199586915|-77.99704484821713|P11|0.016532155219597153|
cr:poas volcano national park|cr|Poas Volcano National Park|10.200729950790013|-84.22990797853976|TMU|0.16375370078555213|
es:playa del cura|es|Playa del Cura|27.79955696615012|-15.735328628990743|LPA|0.2232997257343098|
mx:palizada|mx|Palizada|18.253611|-92.088611|CME|0.4794015313304713|
es:pedrola|es|Pedrola|41.79812763469468|-1.2124304083634456|ZAZ|0.35482835906626636|
es:penedés|es|Penedés|41.32310540380294|1.7190679410214784|MNI|0.3127995959197163|
es:priorat|es|Priorat|41.188077548719576|0.8563013620621973|REU|0.25315197138442397|
es:quejana|es|Quejana|43.08259098666474|-3.0634802231679714|BIO|0.2141091957923723|
mx:real de asientos|mx|Real de Asientos|22.239722|-102.088889|AGU|0.41275485751836344|
mx:real de catorce|mx|Real de Catorce|23.688889|-100.887778|SLP|1.5230290777279973|
es:deltebre|es|Deltebre|40.72286436849373|0.7092592869524879|REU|0.5882481496273633|
ar:rio grande|ar|Rio Grande|-53.783333|-67.7|RGA|0.008128744614027112|
es:el burgo de osma|es|El Burgo de Osma|41.58791639698913|-3.0730483149205554|RJL|1.0919196146718906|
es:rocallaura|es|Rocallaura|41.507222|1.148056|REU|0.35366659160853364|
es:águilas-54|es|Águilas|37.41031116356257|-1.583128991419045|MJV|0.7279225599099622|
es:roncal|es|Roncal|42.81284387672403|-0.9533507845262648|PNA|0.6966859690854349|
es:puerto del rosario|es|Puerto del Rosario|28.50088854206456|-13.8607217234362|FUE|0.2396592109617234|
