"Id"|"CityCode"|"CountryId"|"DescriptionES"|"DescriptionEN"|"DescriptionPT"|"Latitude"|"Longitude"|"ProvinceId"|"IsSearchable"|"IsSearchableBus"|"TimeZone"
9755|BR_37|26|Barra de São Miguel|Barra de São Miguel|Barra de São Miguel, AL|-9.8261|-35.8865|BR_AL|1|0|
9757|BR_3700|26|Rio Manso|Rio Manso|Rio Manso|-20.2667|-44.3167|BR_MG|0|0|
9759|BR_3702|26|Rio Novo|Rio Novo|Rio Novo|-21.4833|-43.1333|BR_MG|0|0|
9760|BR_3703|26|Rio Paranaíba|Rio Paranaíba|Rio Paranaíba|-19.1915|-46.2439|BR_MG|0|0|
9761|BR_3704|26|Rio Pardo de Minas|Rio Pardo de Minas|Rio Pardo de Minas|-15.6095|-42.5371|BR_MG|0|0|
9762|BR_3705|26|Rio Piracicaba|Rio Piracicaba|Rio Piracicaba|-19.9422|-43.1761|BR_MG|0|0|
9763|BR_3706|26|Rio Pomba|Rio Pomba|Rio Pomba|-21.2715|-43.1768|BR_MG|0|0|
9765|BR_3708|26|Rio Preto|Rio Preto|Rio Preto|-22.0901|-43.8278|BR_MG|0|0|
9766|BR_3709|26|Rio Vermelho|Rio Vermelho|Rio Vermelho|-18.2903|-43.0042|BR_MG|0|0|
9767|BR_371|26|Arataca|Arataca|Arataca|-15.2631|-39.4087|BR_BA|0|0|
9768|BR_3710|26|Ritápolis|Ritápolis|Ritápolis|0.0|0.0|BR_MG|0|0|
9771|BR_3713|26|Rochedo de Minas|Rochedo de Minas|Rochedo de Minas|-21.6333|-43.0167|BR_MG|0|0|
9773|BR_3715|26|Rodeiro|Rodeiro|Rodeiro|-21.2|-42.8667|BR_MG|0|0|
9775|BR_3717|26|Romaria|Romaria|Romaria|-18.8833|-47.6333|BR_MG|0|0|
9776|BR_3718|26|Rosário da Limeira|Rosário da Limeira|Rosário da Limeira|-20.9833|-42.5167|BR_MG|0|0|
9778|BR_372|26|Aratuípe|Aratuípe|Aratuípe|-13.0759|-39.0006|BR_BA|0|0|
9781|BR_3722|26|Rubelita|Rubelita|Rubelita|-16.4167|-42.2833|BR_MG|0|0|
9782|BR_3723|26|Rubim|Rubim|Rubim|-16.3754|-40.5361|BR_MG|0|0|
9783|BR_3724|26|Sabará|Sabará|Sabará|-19.888|-43.81|BR_MG|0|0|
9784|BR_3725|26|Sabinópolis|Sabinópolis|Sabinópolis|-18.6649|-43.0831|BR_MG|0|0|
9785|BR_3726|26|Sacramento|Sacramento|Sacramento|-19.8682|-47.4429|BR_MG|0|0|
9786|BR_3727|26|Salinas|Salinas|Salinas|-15.4|-43.1667|BR_MG|0|0|
9788|BR_3729|26|Salto da Divisa|Salto da Divisa|Salto da Divisa|-16.0033|-39.9447|BR_MG|0|0|
9791|BR_3731|26|Santa Bárbara|Santa Bárbara|Santa Bárbara|-20.8167|-42.3667|BR_MG|0|0|
9792|BR_3732|26|Santa Bárbara do Leste|Santa Bárbara do Leste|Santa Bárbara do Leste|-19.976|-42.1433|BR_MG|0|0|
9793|BR_3733|26|Santa Bárbara do Monte Verde|Santa Bárbara do Monte Verde|Santa Bárbara do Monte Verde|-21.9667|-43.7|BR_MG|0|0|
9794|BR_3734|26|Santa Bárbara do Tugúrio|Santa Bárbara do Tugúrio|Santa Bárbara do Tugúrio|0.0|0.0|BR_MG|0|0|
9797|BR_3737|26|Santa Cruz de Minas|Santa Cruz de Minas|Santa Cruz de Minas|0.0|0.0|BR_MG|0|0|
9798|BR_3738|26|Santa Cruz de Salinas|Santa Cruz de Salinas|Santa Cruz de Salinas|-16.0985|-41.7432|BR_MG|0|0|
9799|BR_3739|26|Santa Cruz do Escalvado|Santa Cruz do Escalvado|Santa Cruz do Escalvado|-20.2333|-42.8167|BR_MG|0|0|
9804|BR_3743|26|Santa Efigênia de Minas|Santa Efigênia de Minas|Santa Efigênia de Minas|-18.8282|-42.4389|BR_MG|0|0|
9805|BR_3744|26|Santa Fé de Minas|Santa Fé de Minas|Santa Fé de Minas|0.0|0.0|BR_MG|0|0|
9807|BR_3746|26|Santa Helena de Minas|Santa Helena de Minas|Santa Helena de Minas|0.0|0.0|BR_MG|0|0|
9808|BR_3748|26|Santa Juliana|Santa Juliana|Santa Juliana|-19.3121|-47.5251|BR_MG|0|0|
9809|BR_3749|26|Santa Luzia|Santa Luzia|Santa Luzia, MG|-19.1833|-41.75|BR_MG|1|0|
9812|BR_3751|26|Santa Margarida|Santa Margarida|Santa Margarida|-20.3828|-42.2544|BR_MG|0|0|
9813|BR_3752|26|Santa Maria de Itabira|Santa Maria de Itabira|Santa Maria de Itabira|-19.45|-43.1333|BR_MG|0|0|
9814|BR_3753|26|Santa Maria do Salto|Santa Maria do Salto|Santa Maria do Salto|-16.2494|-40.147|BR_MG|0|0|
9815|BR_3754|26|Santa Maria do Suaçuí|Santa Maria do Suaçuí|Santa Maria do Suaçuí|-18.1875|-42.4174|BR_MG|0|0|
9817|BR_3756|26|Santa Rita de Caldas|Santa Rita de Caldas|Santa Rita de Caldas|-22.0285|-46.3341|BR_MG|0|0|
9818|BR_3757|26|Santa Rita de Jacutinga|Santa Rita de Jacutinga|Santa Rita de Jacutinga|-22.148|-44.0936|BR_MG|0|0|
9819|BR_3758|26|Santa Rita de Minas|Santa Rita de Minas|Santa Rita de Minas|-19.8667|-42.1333|BR_MG|0|0|
9823|BR_3761|26|Santa Rita do Ibitipoca|Santa Rita do Ibitipoca|Santa Rita do Ibitipoca|0.0|0.0|BR_MG|0|0|
9824|BR_3762|26|Santa Rita do Itueto|Santa Rita do Itueto|Santa Rita do Itueto|-19.3589|-41.3815|BR_MG|0|0|
9826|BR_3764|26|Santa Rita do Sapucaí|Santa Rita do Sapucaí|Santa Rita do Sapucaí|-22.2492|-45.7008|BR_MG|0|0|
9828|BR_3766|26|Santa Rosa da Serra|Santa Rosa da Serra|Santa Rosa da Serra|0.0|0.0|BR_MG|0|0|
9834|BR_3771|26|Santa Vitória|Santa Vitória|Santa Vitória|-18.8423|-50.1245|BR_MG|0|0|
9835|BR_3772|26|Santana da Vargem|Santana da Vargem|Santana da Vargem|-21.2486|-45.5029|BR_MG|0|0|
9837|BR_3774|26|Santana de Cataguases|Santana de Cataguases|Santana de Cataguases|-21.2864|-42.5553|BR_MG|0|0|
9839|BR_3776|26|Santana de Pirapama|Santana de Pirapama|Santana de Pirapama|-19.0167|-44.0167|BR_MG|0|0|
9845|BR_3781|26|Santana do Deserto|Santana do Deserto|Santana do Deserto|-21.9486|-43.1658|BR_MG|0|0|
9846|BR_3782|26|Santana do Garambéu|Santana do Garambéu|Santana do Garambéu|-21.6016|-44.1029|BR_MG|0|0|
9847|BR_3783|26|Santana do Jacaré|Santana do Jacaré|Santana do Jacaré|-20.9018|-45.1256|BR_MG|0|0|
9848|BR_3784|26|Santana do Manhuaçu|Santana do Manhuaçu|Santana do Manhuaçu|-20.1|-41.9333|BR_MG|0|0|
9849|BR_3785|26|Santana do Paraíso|Santana do Paraíso|Santana do Paraíso|-19.3653|-42.548|BR_MG|0|0|
9851|BR_3787|26|Santana do Riacho|Santana do Riacho|Santana do Riacho|0.0|0.0|BR_MG|0|0|
9853|BR_3789|26|Santana dos Montes|Santana dos Montes|Santana dos Montes|-20.7833|-43.6833|BR_MG|0|0|
9854|BR_379|26|Aurelino Leal|Aurelino Leal|Aurelino Leal|0.0|0.0|BR_BA|0|0|
9858|BR_3793|26|Santo Antônio do Amparo|Santo Antônio do Amparo|Santo Antônio do Amparo|-20.9477|-44.9115|BR_MG|0|0|
9859|BR_3794|26|Santo Antônio do Aventureiro|Santo Antônio do Aventureiro|Santo Antônio do Aventureiro|0.0|0.0|BR_MG|0|0|
9863|BR_3798|26|Santo Antônio do Grama|Santo Antônio do Grama|Santo Antônio do Grama|-20.3167|-42.6|BR_MG|0|0|
9864|BR_3799|26|Santo Antônio do Itambé|Santo Antônio do Itambé|Santo Antônio do Itambé|-18.4624|-43.3035|BR_MG|0|0|
9866|BR_380|26|Baianópolis|Baianópolis|Baianópolis|-12.3076|-44.5364|BR_BA|0|0|
9867|BR_3800|26|Santo Antônio do Jacinto|Santo Antônio do Jacinto|Santo Antônio do Jacinto|-16.5333|-40.1754|BR_MG|0|0|
9870|BR_3803|26|Santo Antônio do Monte|Santo Antônio do Monte|Santo Antônio do Monte|-20.0838|-45.2891|BR_MG|0|0|
9874|BR_3807|26|Santo Antônio do Retiro|Santo Antônio do Retiro|Santo Antônio do Retiro|-15.3425|-42.6204|BR_MG|0|0|
9875|BR_3808|26|Santo Antônio do Rio Abaixo|Santo Antônio do Rio Abaixo|Santo Antônio do Rio Abaixo|-19.2311|-43.2541|BR_MG|0|0|
9879|BR_3812|26|Santo Hipólito|Santo Hipólito|Santo Hipólito|-18.2981|-44.2192|BR_MG|0|0|
9880|BR_3813|26|Santos Dumont|Santos Dumont|Santos Dumont|-21.4649|-43.5504|BR_MG|0|0|
9883|BR_3816|26|São Bento Abade|São Bento Abade|São Bento Abade|0.0|0.0|BR_MG|0|0|
9885|BR_3818|26|São Brás do Suaçuí|São Brás do Suaçuí|São Brás do Suaçuí|-20.6333|-43.95|BR_MG|0|0|
9887|BR_382|26|Baixa Grande|Baixa Grande|Baixa Grande|-11.9602|-40.1637|BR_BA|0|0|
9891|BR_3823|26|São Domingos das Dores|São Domingos das Dores|São Domingos das Dores|0.0|0.0|BR_MG|0|0|
9892|BR_3824|26|São Domingos do Prata|São Domingos do Prata|São Domingos do Prata|-19.8646|-42.9702|BR_MG|0|0|
9893|BR_3825|26|São Félix de Minas|São Félix de Minas|São Félix de Minas|-18.5833|-41.4833|BR_MG|0|0|
9894|BR_3826|26|São Francisco|São Francisco|São Francisco|-21.0|-42.9|BR_MG|0|0|
9895|BR_3827|26|São Francisco de Paula|São Francisco de Paula|São Francisco de Paula|-20.7063|-44.9812|BR_MG|0|0|
9896|BR_3828|26|São Francisco de Sales|São Francisco de Sales|São Francisco de Sales|-19.8634|-49.7705|BR_MG|0|0|
9897|BR_3829|26|São Francisco do Glória|São Francisco do Glória|São Francisco do Glória|-20.791|-42.2694|BR_MG|0|0|
9900|BR_3831|26|São Geraldo|São Geraldo|São Geraldo|-20.9167|-42.8333|BR_MG|0|0|
9902|BR_3833|26|São Geraldo da Piedade|São Geraldo da Piedade|São Geraldo da Piedade|-18.8|-42.3333|BR_MG|0|0|
9905|BR_3836|26|São Geraldo do Baixio|São Geraldo do Baixio|São Geraldo do Baixio|-18.9181|-41.3568|BR_MG|0|0|
9907|BR_3838|26|São Gonçalo do Abaeté|São Gonçalo do Abaeté|São Gonçalo do Abaeté|-18.3375|-45.8308|BR_MG|0|0|
9910|BR_3840|26|São Gonçalo do Pará|São Gonçalo do Pará|São Gonçalo do Pará|-19.9846|-44.8538|BR_MG|0|0|
9911|BR_3841|26|São Gonçalo do Rio Abaixo|São Gonçalo do Rio Abaixo|São Gonçalo do Rio Abaixo|-19.8263|-43.3614|BR_MG|0|0|
9913|BR_3843|26|São Gonçalo do Rio Preto|São Gonçalo do Rio Preto|São Gonçalo do Rio Preto|0.0|0.0|BR_MG|0|0|
9914|BR_3844|26|São Gonçalo do Sapucaí|São Gonçalo do Sapucaí|São Gonçalo do Sapucaí|-21.8934|-45.5927|BR_MG|0|0|
9915|BR_3845|26|São Gotardo|São Gotardo|São Gotardo|-19.3119|-46.0455|BR_MG|0|0|
9917|BR_3847|26|São João Batista do Glória|São João Batista do Glória|São João Batista do Glória|-20.638|-46.5034|BR_MG|0|0|
9919|BR_3849|26|São João da Lagoa|São João da Lagoa|São João da Lagoa|-16.8521|-44.3444|BR_MG|0|0|
9921|BR_3850|26|São João da Mata|São João da Mata|São João da Mata|-21.9312|-45.9265|BR_MG|0|0|
9922|BR_3851|26|São João da Ponte|São João da Ponte|São João da Ponte|-15.9306|-44.0054|BR_MG|0|0|
9927|BR_3856|26|São João das Missões|São João das Missões|São João das Missões|0.0|0.0|BR_MG|0|0|
9928|BR_3857|26|São João Del Rei|São João Del Rei|São João Del Rei|-21.13|-44.25|BR_MG|1|0|
9932|BR_3860|26|São João do Manhuaçu|São João do Manhuaçu|São João do Manhuaçu|-20.3833|-42.15|BR_MG|0|0|
9933|BR_3861|26|São João do Manteninha|São João do Manteninha|São João do Manteninha|-18.7235|-41.1633|BR_MG|0|0|
9934|BR_3862|26|São João do Oriente|São João do Oriente|São João do Oriente|-19.3409|-42.1572|BR_MG|0|0|
9935|BR_3863|26|São João do Pacuí|São João do Pacuí|São João do Pacuí|-16.5306|-44.5083|BR_MG|0|0|
9936|BR_3864|26|São João do Paraíso|São João do Paraíso|São João do Paraíso|-15.3147|-42.0191|BR_MG|0|0|
9937|BR_3865|26|São João Evangelista|São João Evangelista|São João Evangelista|-18.54|-42.7619|BR_MG|0|0|
9938|BR_3866|26|São João Nepomuceno|São João Nepomuceno|São João Nepomuceno|-21.5391|-43.01|BR_MG|0|0|
9941|BR_3869|26|São Joaquim de Bicas|São Joaquim de Bicas|São Joaquim de Bicas|-20.05|-44.2833|BR_MG|0|0|
9943|BR_3870|26|São José da Barra|São José da Barra|São José da Barra|-20.7167|-46.1333|BR_MG|0|0|
9945|BR_3872|26|São José da Lapa|São José da Lapa|São José da Lapa|0.0|0.0|BR_MG|0|0|
9947|BR_3874|26|São José da Safira|São José da Safira|São José da Safira|-18.325|-42.1465|BR_MG|0|0|
9948|BR_3875|26|São José da Varginha|São José da Varginha|São José da Varginha|-19.7167|-44.5667|BR_MG|0|0|
9951|BR_3878|26|São José do Alegre|São José do Alegre|São José do Alegre|-22.3283|-45.5236|BR_MG|0|0|
9956|BR_3882|26|São José do Divino|São José do Divino|São José do Divino|-18.4788|-41.388|BR_MG|0|0|
9957|BR_3883|26|São José do Goiabal|São José do Goiabal|São José do Goiabal|-19.924|-42.7057|BR_MG|0|0|
9959|BR_3885|26|São José do Jacuri|São José do Jacuri|São José do Jacuri|-18.279|-42.6759|BR_MG|0|0|
9960|BR_3886|26|São José do Mantimento|São José do Mantimento|São José do Mantimento|-20.0|-41.7333|BR_MG|0|0|
9967|BR_3892|26|São Lourenço|São Lourenço|São Lourenço|-22.1157|-45.0516|BR_MG|1|0|
9970|BR_3895|26|São Miguel do Anta|São Miguel do Anta|São Miguel do Anta|-20.7|-42.7167|BR_MG|0|0|
9972|BR_3897|26|São Pedro da União|São Pedro da União|São Pedro da União|-21.129|-46.611|BR_MG|0|0|
9980|BR_3903|26|São Pedro do Suaçuí|São Pedro do Suaçuí|São Pedro do Suaçuí|-18.3634|-42.6007|BR_MG|0|0|
9981|BR_3904|26|São Pedro dos Ferros|São Pedro dos Ferros|São Pedro dos Ferros|-20.1721|-42.5222|BR_MG|0|0|
9983|BR_3906|26|São Romão|São Romão|São Romão|-16.3672|-45.0677|BR_MG|0|0|
9984|BR_3907|26|São Roque de Minas|São Roque de Minas|São Roque de Minas|0.0|0.0|BR_MG|0|0|
9986|BR_3909|26|São Sebastião da Bela Vista|São Sebastião da Bela Vista|São Sebastião da Bela Vista|-22.1595|-45.7511|BR_MG|0|0|
9987|BR_391|26|Banzaê|Banzaê|Banzaê|0.0|0.0|BR_BA|0|0|
9989|BR_3911|26|São Sebastião da Vargem Alegre|São Sebastião da Vargem Alegre|São Sebastião da Vargem Alegre|0.0|0.0|BR_MG|0|0|
9992|BR_3914|26|São Sebastião do Anta|São Sebastião do Anta|São Sebastião do Anta|0.0|0.0|BR_MG|0|0|
9999|BR_3921|26|São Sebastião do Maranhão|São Sebastião do Maranhão|São Sebastião do Maranhão|-18.0871|-42.5701|BR_MG|0|0|
10001|BR_3923|26|São Sebastião do Oeste|São Sebastião do Oeste|São Sebastião do Oeste|0.0|0.0|BR_MG|0|0|
10002|BR_3924|26|São Sebastião do Paraíso|São Sebastião do Paraíso|São Sebastião do Paraíso|-20.9165|-46.9861|BR_MG|0|0|
10004|BR_3926|26|São Sebastião do Rio Preto|São Sebastião do Rio Preto|São Sebastião do Rio Preto|-19.2833|-43.1833|BR_MG|0|0|
10005|BR_3927|26|São Sebastião do Rio Verde|São Sebastião do Rio Verde|São Sebastião do Rio Verde|-22.2163|-44.9736|BR_MG|0|0|
10012|BR_3933|26|São Tiago|São Tiago|São Tiago|-20.9129|-44.5105|BR_MG|0|0|
10013|BR_3934|26|São Tomás de Aquino|São Tomás de Aquino|São Tomás de Aquino|-20.7852|-47.0977|BR_MG|0|0|
10014|BR_3935|26|São Thomé das Letras|São Thomé das Letras|São Thomé das Letras|-21.7211|-44.98|BR_MG|0|0|
10017|BR_3938|26|São Vicente de Minas|São Vicente de Minas|São Vicente de Minas|-21.7011|-44.4401|BR_MG|0|0|
10019|BR_394|26|Barra|Barra|Barra|-22.95|-42.8167|BR_BA|0|0|
10023|BR_3943|26|Sapucaí-Mirim|Sapucaí-Mirim|Sapucaí-Mirim|-22.7479|-45.7383|BR_MG|0|0|
10028|BR_3948|26|Sardoá|Sardoá|Sardoá|-18.7811|-42.3646|BR_MG|0|0|
10029|BR_3949|26|Sarzedo|Sarzedo|Sarzedo|-20.033|-44.1424|BR_MG|0|0|
10030|BR_395|26|Barra da Estiva|Barra da Estiva|Barra da Estiva|-13.6274|-41.3279|BR_BA|0|0|
10032|BR_3951|26|Sem Peixe|Sem Peixe|Sem Peixe|-20.1|-42.85|BR_MG|0|0|
10033|BR_3952|26|Senador Amaral|Senador Amaral|Senador Amaral|-22.5833|-46.1833|BR_MG|0|0|
10034|BR_3953|26|Senador Cortes|Senador Cortes|Senador Cortes|-21.8|-42.9333|BR_MG|0|0|
10035|BR_3954|26|Senador Firmino|Senador Firmino|Senador Firmino|-20.9167|-43.1|BR_MG|0|0|
10036|BR_3955|26|Senador José Bento|Senador José Bento|Senador José Bento|-22.1641|-46.1763|BR_MG|0|0|
10038|BR_3957|26|Senador Modestino Gonçalves|Senador Modestino Gonçalves|Senador Modestino Gonçalves|-17.9448|-43.2261|BR_MG|0|0|
10041|BR_396|26|Barra do Choça|Barra do Choça|Barra do Choça|-14.8622|-40.5768|BR_BA|0|0|
10044|BR_3962|26|Senhora de Oliveira|Senhora de Oliveira|Senhora de Oliveira|-20.8|-43.3333|BR_MG|0|0|
10046|BR_3964|26|Senhora do Porto|Senhora do Porto|Senhora do Porto|-18.8934|-43.0829|BR_MG|0|0|
10047|BR_3965|26|Senhora dos Remédios|Senhora dos Remédios|Senhora dos Remédios|-21.0333|-43.5833|BR_MG|0|0|
10049|BR_3967|26|Sericita|Sericita|Sericita|-20.4728|-42.4827|BR_MG|0|0|
10050|BR_3968|26|Seritinga|Seritinga|Seritinga|-21.909|-44.5169|BR_MG|0|0|
10053|BR_3970|26|Serra Azul de Minas|Serra Azul de Minas|Serra Azul de Minas|-18.3604|-43.167|BR_MG|0|0|
10056|BR_3973|26|Serra da Saudade|Serra da Saudade|Serra da Saudade|0.0|0.0|BR_MG|0|0|
10059|BR_3976|26|Serra do Salitre|Serra do Salitre|Serra do Salitre|-19.1|-46.6833|BR_MG|0|0|
10060|BR_3977|26|Serra dos Aimorés|Serra dos Aimorés|Serra dos Aimorés|-17.7874|-40.2412|BR_MG|0|0|
10063|BR_398|26|Barra do Mendes|Barra do Mendes|Barra do Mendes|-11.8083|-42.0601|BR_BA|0|0|
10064|BR_3980|26|Serrania|Serrania|Serrania|-21.55|-46.05|BR_MG|0|0|
10065|BR_3981|26|Serranópolis de Minas|Serranópolis de Minas|Serranópolis de Minas|-15.8075|-42.8733|BR_MG|0|0|
10066|BR_3982|26|Serranos|Serranos|Serranos|-21.8892|-44.5097|BR_MG|0|0|
10067|BR_3983|26|Serro|Serro|Serro|-18.6044|-43.385|BR_MG|0|0|
10070|BR_3986|26|Sete Lagoas|Sete Lagoas|Sete Lagoas|-19.4496|-44.25|BR_MG|1|0|
10071|BR_3987|26|Setubinha|Setubinha|Setubinha|-17.6124|-42.1433|BR_MG|0|0|
10077|BR_3992|26|Silveirânia|Silveirânia|Silveirânia|-21.1667|-43.2|BR_MG|0|0|
10079|BR_3994|26|Silvianópolis|Silvianópolis|Silvianópolis|-22.029|-45.8348|BR_MG|0|0|
10081|BR_3996|26|Simão Pereira|Simão Pereira|Simão Pereira|-21.9639|-43.3131|BR_MG|0|0|
10082|BR_3997|26|Simonésia|Simonésia|Simonésia|-20.1167|-42.0167|BR_MG|0|0|
10084|BR_3999|26|Sobrália|Sobrália|Sobrália|-19.25|-42.1|BR_MG|0|0|
10085|BR_4|26|Bujari|Bujari|Bujari|-9.8381|-67.9378|BR_AC|0|0|
10086|BR_40|26|Batalha|Batalha|Batalha, AL|-9.6733|-37.1294|BR_AL|0|0|
10087|BR_400|26|Barra do Rocha|Barra do Rocha|Barra do Rocha|-14.2094|-39.6|BR_BA|0|0|
10088|BR_4000|26|Soledade de Minas|Soledade de Minas|Soledade de Minas|-22.0628|-45.053|BR_MG|0|0|
10093|BR_4005|26|Tabuleiro|Tabuleiro|Tabuleiro|-21.3667|-43.25|BR_MG|0|0|
10094|BR_4006|26|Taiobeiras|Taiobeiras|Taiobeiras|-15.8105|-42.2256|BR_MG|0|0|
10095|BR_4007|26|Taparuba|Taparuba|Taparuba|-19.75|-41.6167|BR_MG|0|0|
10096|BR_4008|26|Tapira|Tapira|Tapira|-19.9251|-46.824|BR_MG|0|0|
10097|BR_4009|26|Tapiraí|Tapiraí|Tapiraí|-19.8874|-46.0187|BR_MG|0|0|
10100|BR_4011|26|Taquaraçu de Minas|Taquaraçu de Minas|Taquaraçu de Minas|0.0|0.0|BR_MG|0|0|
10102|BR_4013|26|Tarumirim|Tarumirim|Tarumirim|-19.2871|-41.9987|BR_MG|0|0|
10104|BR_4015|26|Teixeiras|Teixeiras|Teixeiras|-20.65|-42.85|BR_MG|0|0|
10106|BR_4017|26|Teófilo Otoni|Teófilo Otoni|Teófilo Otoni|-17.87|-41.5|BR_MG|1|0|
10108|BR_4019|26|Timóteo|Timóteo|Timóteo|-19.5828|-42.6429|BR_MG|1|0|
10110|BR_4020|26|Tiradentes|Tiradentes|Tiradentes|-21.1102|-44.1723|BR_MG|1|0|
10111|BR_4021|26|Tiros|Tiros|Tiros|-19.0|-45.9667|BR_MG|0|0|
10114|BR_4024|26|Tocantins|Tocantins|Tocantins|-21.1667|-43.0333|BR_MG|0|0|
10115|BR_4025|26|Tocos do Moji|Tocos do Moji|Tocos do Moji|-22.3667|-46.1|BR_MG|0|0|
10116|BR_4026|26|Toledo|Toledo|Toledo|-20.1667|-41.8167|BR_MG|1|0|
10118|BR_4028|26|Tombos|Tombos|Tombos|-20.9167|-42.0333|BR_MG|0|0|
10122|BR_4032|26|Três Corações|Três Corações|Três Corações|-21.6933|-45.2486|BR_MG|0|0|
10124|BR_4034|26|Três Marias|Três Marias|Três Marias|-18.2087|-45.2504|BR_MG|0|0|
10125|BR_4035|26|Três Pontas|Três Pontas|Três Pontas|-21.3692|-45.5109|BR_MG|1|0|
10128|BR_4038|26|Tumiritinga|Tumiritinga|Tumiritinga|-18.9794|-41.6482|BR_MG|0|0|
10129|BR_4039|26|Tupaciguara|Tupaciguara|Tupaciguara|-18.6005|-48.6923|BR_MG|0|0|
10130|BR_404|26|Barro Alto|Barro Alto|Barro Alto, BA|-11.7618|-41.9083|BR_BA|0|0|
10132|BR_4041|26|Turmalina|Turmalina|Turmalina|-17.2846|-42.7386|BR_MG|0|0|
10133|BR_4042|26|Turvolândia|Turvolândia|Turvolândia|-21.8766|-45.7861|BR_MG|0|0|
10134|BR_4043|26|Ubá|Ubá|Ubá|-21.1196|-42.95|BR_MG|1|0|
10135|BR_4044|26|Ubaí|Ubaí|Ubaí|-16.2831|-44.7783|BR_MG|0|0|
10136|BR_4045|26|Ubaporanga|Ubaporanga|Ubaporanga|-19.6323|-42.1051|BR_MG|0|0|
10138|BR_4049|26|Umburatiba|Umburatiba|Umburatiba|-17.2581|-40.5712|BR_MG|0|0|
10139|BR_405|26|Barro Preto|Barro Preto|Barro Preto|-25.55|-49.1667|BR_BA|1|0|
10141|BR_4051|26|Unaí|Unaí|Unaí|-16.3608|-46.8985|BR_MG|0|0|
10142|BR_4052|26|União de Minas|União de Minas|União de Minas|-19.6667|-43.6833|BR_MG|0|0|
10143|BR_4053|26|Uruana de Minas|Uruana de Minas|Uruana de Minas|0.0|0.0|BR_MG|0|0|
10144|BR_4054|26|Urucânia|Urucânia|Urucânia|-20.3667|-42.75|BR_MG|0|0|
10145|BR_4055|26|Urucuia|Urucuia|Urucuia|-16.128|-45.7393|BR_MG|0|0|
10153|BR_4062|26|Vargem Alegre|Vargem Alegre|Vargem Alegre|-19.6062|-42.296|BR_MG|0|0|
10154|BR_4063|26|Vargem Bonita|Vargem Bonita|Vargem Bonita|-15.2333|-45.15|BR_MG|0|0|
10155|BR_4064|26|Vargem Grande do Rio Pardo|Vargem Grande do Rio Pardo|Vargem Grande do Rio Pardo|-15.4039|-42.3073|BR_MG|0|0|
10157|BR_4067|26|Varjão de Minas|Varjão de Minas|Varjão de Minas|0.0|0.0|BR_MG|0|0|
10158|BR_4068|26|Várzea da Palma|Várzea da Palma|Várzea da Palma|-17.5994|-44.7268|BR_MG|0|0|
10159|BR_4069|26|Varzelândia|Varzelândia|Varzelândia|-15.7008|-44.0249|BR_MG|0|0|
10160|BR_407|26|Barrocas|Barrocas|Barrocas|-12.7333|-39.2|BR_BA|0|0|
10162|BR_4071|26|Vazante|Vazante|Vazante|-17.9904|-46.9099|BR_MG|0|0|
10164|BR_4073|26|Verdelândia|Verdelândia|Verdelândia|0.0|0.0|BR_MG|0|0|
10167|BR_4076|26|Veredinha|Veredinha|Veredinha|-15.2092|-41.0857|BR_MG|0|0|
10168|BR_4077|26|Veríssimo|Veríssimo|Veríssimo|-19.6664|-48.3088|BR_MG|0|0|
10170|BR_4079|26|Vermelho Novo|Vermelho Novo|Vermelho Novo|-20.0167|-42.2833|BR_MG|0|0|
10173|BR_4081|26|Vespasiano|Vespasiano|Vespasiano|-19.6947|-43.9258|BR_MG|0|0|
10174|BR_4082|26|Viçosa|Viçosa|Viçosa, MG|-20.7568|-42.8766|BR_MG|1|0|
10175|BR_4083|26|Vieiras|Vieiras|Vieiras|-20.8667|-45.4167|BR_MG|0|0|
10183|BR_4090|26|Virgem da Lapa|Virgem da Lapa|Virgem da Lapa|-16.8136|-42.3458|BR_MG|0|0|
10184|BR_4091|26|Virgínia|Virgínia|Virgínia|-22.3309|-45.0891|BR_MG|1|0|
10185|BR_4092|26|Virginópolis|Virginópolis|Virginópolis|-18.821|-42.7065|BR_MG|0|0|
10186|BR_4093|26|Virgolândia|Virgolândia|Virgolândia|-18.4759|-42.3088|BR_MG|0|0|
10187|BR_4094|26|Visconde do Rio Branco|Visconde do Rio Branco|Visconde do Rio Branco|-21.0184|-42.8379|BR_MG|0|0|
10191|BR_4098|26|Volta Grande|Volta Grande|Volta Grande|-21.7667|-42.5333|BR_MG|0|0|
10192|BR_4099|26|Wenceslau Braz|Wenceslau Braz|Wenceslau Braz|0.0|0.0|BR_MG|0|0|
10198|BR_4103|26|Água Clara|Água Clara|Água Clara|-12.6615|-44.3961|BR_MS|0|0|
10200|BR_4105|26|Alcinópolis|Alcinópolis|Alcinópolis|0.0|0.0|BR_MS|0|0|
10202|BR_4107|26|Amambaí|Amambaí|Amambaí|-23.0833|-55.2167|BR_MS|0|0|
10206|BR_4110|26|Anastácio|Anastácio|Anastácio|-21.5167|-54.15|BR_MS|0|0|
10207|BR_4111|26|Anaurilândia|Anaurilândia|Anaurilândia|-22.05|-52.75|BR_MS|0|0|
10208|BR_4112|26|Angélica|Angélica|Angélica|-13.2981|-40.189|BR_MS|0|0|
10210|BR_4114|26|Antônio João|Antônio João|Antônio João|-23.25|-55.5167|BR_MS|0|0|
